,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month,year
2389,California,3302,No,Extended,High School or Below,2011-01-25,Unemployed,F,0,Suburban,Married,89,10.0,83,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,427,Two-Door Car,Large,Automatic,January,2011
2390,California,20958,No,Basic,College,2011-01-24,Unemployed,F,0,Suburban,Single,118,29.0,45,0.0,2,Personal Auto,Personal L3,Offer1,Agent,566,SUV,Medsize,Manual,January,2011
2391,Oregon,4874,No,Basic,High School or Below,2011-01-18,Unemployed,M,0,Suburban,Single,68,10.0,36,0.0,7,Personal Auto,Personal L3,Offer4,Call Center,609,Two-Door Car,Medsize,Manual,January,2011
2392,Arizona,2990,No,Extended,Bachelor,2011-01-10,Unemployed,M,0,Suburban,Married,83,23.0,11,0.0,1,Personal Auto,Personal L3,Offer2,Web,398,Two-Door Car,Large,Automatic,January,2011
2393,California,2633,No,Basic,High School or Below,2011-01-01,Retired,F,21861,Suburban,Married,69,3.0,11,0.0,1,Personal Auto,Personal L3,Offer2,Agent,348,Four-Door Car,Medsize,Automatic,January,2011
2394,California,2242,No,Basic,College,2011-01-21,Unemployed,M,0,Rural,Divorced,65,18.0,48,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,86,Four-Door Car,Medsize,Manual,January,2011
2395,California,2465,No,Basic,College,2011-02-25,Employed,F,31056,Suburban,Divorced,63,5.0,46,0.0,1,Personal Auto,Personal L2,Offer3,Agent,302,Four-Door Car,Medsize,Automatic,February,2011
2396,Nevada,2554,No,Basic,College,2011-02-26,Employed,F,73935,Rural,Married,64,13.0,29,1.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,72,Four-Door Car,Medsize,Automatic,February,2011
2397,California,2865,No,Basic,Bachelor,2011-01-06,Unemployed,M,0,Suburban,Single,109,15.0,8,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,1146,SUV,Small,Manual,January,2011
2398,California,5887,No,Basic,Master,2011-02-14,Employed,F,62773,Rural,Married,73,19.0,57,0.0,9,Personal Auto,Personal L3,Offer4,Branch,81,Four-Door Car,Medsize,Manual,February,2011
2399,Arizona,7676,No,Basic,Master,2011-02-10,Employed,F,89586,Suburban,Married,63,28.0,40,1.0,2,Personal Auto,Personal L3,Offer4,Call Center,302,Four-Door Car,Medsize,Manual,February,2011
2400,Washington,5720,No,Basic,Master,2011-01-10,Employed,M,54585,Suburban,Married,71,33.0,39,1.0,3,Personal Auto,Personal L2,Offer3,Call Center,341,Two-Door Car,Small,Manual,January,2011
2401,California,7350,No,Basic,Bachelor,2011-02-19,Unemployed,M,0,Suburban,Single,108,7.0,54,0.0,4,Personal Auto,Personal L3,Offer2,Branch,778,Sports Car,Medsize,Automatic,February,2011
2402,Washington,23706,No,Extended,High School or Below,2011-02-10,Unemployed,F,0,Suburban,Single,96,12.0,35,1.0,2,Personal Auto,Personal L1,Offer3,Branch,844,Two-Door Car,Medsize,Manual,February,2011
2403,California,2404,No,Basic,College,2011-02-11,Employed,M,45949,Rural,Single,62,0.0,70,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,111,Two-Door Car,Medsize,Manual,February,2011
2404,Oregon,5634,No,Basic,College,2011-01-21,Employed,M,90289,Rural,Divorced,71,9.0,10,1.0,3,Personal Auto,Personal L1,Offer1,Agent,22,Four-Door Car,Medsize,Manual,January,2011
2405,Oregon,6404,No,Extended,College,2011-01-31,Employed,M,28095,Suburban,Married,82,18.0,2,0.0,8,Personal Auto,Personal L3,Offer3,Web,394,Four-Door Car,Medsize,Automatic,January,2011
2406,Oregon,2804,No,Basic,Bachelor,2011-01-28,Medical Leave,F,23220,Urban,Married,74,3.0,73,0.0,1,Personal Auto,Personal L3,Offer1,Agent,251,Four-Door Car,Medsize,Manual,January,2011
2407,Arizona,6006,Yes,Extended,College,2011-02-23,Retired,M,13528,Suburban,Single,86,15.0,35,0.0,3,Personal Auto,Personal L1,Offer1,Agent,413,Four-Door Car,Medsize,Manual,February,2011
2408,California,7903,No,Basic,College,2011-01-26,Unemployed,F,0,Suburban,Married,106,21.0,25,0.0,9,Personal Auto,Personal L2,Offer1,Agent,634,SUV,Small,Manual,January,2011
2409,California,7690,No,Basic,Bachelor,2011-01-14,Unemployed,M,0,Suburban,Single,73,3.0,73,0.0,2,Personal Auto,Personal L1,Offer2,Web,618,Four-Door Car,Medsize,Manual,January,2011
2410,Nevada,7744,No,Basic,Bachelor,2011-01-25,Employed,F,96961,Rural,Married,64,24.0,99,0.0,2,Corporate Auto,Corporate L3,Offer4,Call Center,81,Two-Door Car,Medsize,Manual,January,2011
2411,Nevada,4171,Yes,Basic,Master,2011-01-17,Employed,F,29462,Suburban,Single,107,28.0,23,1.0,1,Personal Auto,Personal L1,Offer2,Branch,514,SUV,Large,Manual,January,2011
2412,Nevada,3265,Yes,Extended,Bachelor,2011-01-26,Employed,F,25820,Suburban,Divorced,82,10.0,69,0.0,1,Personal Auto,Personal L3,Offer1,Agent,394,Four-Door Car,Medsize,Automatic,January,2011
2413,California,3352,No,Extended,Bachelor,2011-01-17,Employed,F,29160,Suburban,Single,87,25.0,62,0.0,1,Personal Auto,Personal L3,Offer2,Branch,418,Two-Door Car,Medsize,Manual,January,2011
2414,Nevada,6991,No,Extended,College,2011-01-27,Employed,F,22568,Suburban,Married,88,31.0,63,0.0,6,Corporate Auto,Corporate L2,Offer3,Branch,422,Four-Door Car,Medsize,Automatic,January,2011
2415,California,10979,No,Extended,Bachelor,2011-02-12,Employed,F,92914,Suburban,Married,136,24.0,55,0.0,8,Personal Auto,Personal L1,Offer1,Agent,979,Sports Car,Large,Automatic,February,2011
2416,California,9490,No,Extended,College,2011-01-11,Unemployed,M,0,Suburban,Single,137,34.0,77,0.0,4,Corporate Auto,Corporate L2,Offer1,Branch,658,SUV,Medsize,Manual,January,2011
2417,Arizona,6035,No,Extended,High School or Below,2011-02-23,Employed,F,29587,Suburban,Married,76,25.0,4,0.0,3,Personal Auto,Personal L2,Offer2,Branch,422,Four-Door Car,Medsize,Manual,February,2011
2418,Oregon,7269,No,Basic,Bachelor,2011-02-08,Employed,M,24445,Suburban,Single,63,18.0,15,0.0,2,Personal Auto,Personal L3,Offer1,Agent,302,Two-Door Car,Medsize,Automatic,February,2011
2419,Oregon,16468,Yes,Basic,High School or Below,2011-01-27,Unemployed,F,0,Suburban,Divorced,63,4.0,52,0.0,2,Personal Auto,Personal L2,Offer2,Agent,685,Four-Door Car,Medsize,Manual,January,2011
2420,California,5564,No,Basic,College,2011-01-21,Employed,M,35398,Suburban,Divorced,71,26.0,41,0.0,7,Personal Auto,Personal L3,Offer3,Agent,341,Four-Door Car,Medsize,Automatic,January,2011
2421,Washington,5252,No,Basic,Master,2011-01-14,Employed,M,41991,Rural,Single,67,14.0,75,0.0,3,Personal Auto,Personal L2,Offer1,Call Center,88,Four-Door Car,Large,Manual,January,2011
2422,Oregon,7099,No,Basic,Bachelor,2011-02-07,Unemployed,M,0,Suburban,Single,70,18.0,99,0.0,2,Personal Auto,Personal L1,Offer1,Agent,350,Two-Door Car,Medsize,Manual,February,2011
2423,Nevada,2729,No,Basic,High School or Below,2011-02-09,Employed,F,66900,Suburban,Married,68,15.0,20,0.0,1,Personal Auto,Personal L2,Offer4,Branch,326,Four-Door Car,Small,Manual,February,2011
2424,Oregon,5364,No,Extended,Bachelor,2011-02-10,Employed,M,53562,Urban,Married,135,24.0,35,0.0,1,Personal Auto,Personal L3,Offer1,Branch,590,SUV,Medsize,Manual,February,2011
2425,Oregon,8305,No,Extended,College,2011-02-19,Unemployed,M,0,Suburban,Married,122,22.0,14,2.0,9,Corporate Auto,Corporate L3,Offer2,Agent,681,SUV,Small,Automatic,February,2011
2426,California,11282,No,Extended,High School or Below,2011-02-15,Employed,F,86195,Urban,Married,139,12.0,10,0.0,3,Special Auto,Special L2,Offer1,Agent,602,SUV,Medsize,Manual,February,2011
2427,Nevada,4349,Yes,Basic,College,2011-02-10,Employed,F,75648,Rural,Married,108,15.0,10,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,113,SUV,Large,Automatic,February,2011
2428,Nevada,8674,No,Basic,Bachelor,2011-01-31,Employed,M,43963,Suburban,Married,110,25.0,59,0.0,7,Corporate Auto,Corporate L3,Offer3,Agent,528,SUV,Medsize,Automatic,January,2011
2429,Arizona,2680,No,Basic,Bachelor,2011-01-08,Employed,M,84450,Urban,Single,68,18.0,12,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,291,Four-Door Car,Medsize,Manual,January,2011
2430,Nevada,16706,No,Basic,Bachelor,2011-02-09,Employed,F,63933,Suburban,Divorced,70,35.0,98,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,425,Two-Door Car,Medsize,Automatic,February,2011
2431,California,9784,No,Extended,College,2011-02-25,Unemployed,M,0,Suburban,Married,136,33.0,21,0.0,5,Personal Auto,Personal L2,Offer1,Call Center,979,SUV,Medsize,Automatic,February,2011
2432,Nevada,2380,No,Basic,Bachelor,2011-02-06,Unemployed,F,0,Suburban,Single,67,16.0,90,0.0,1,Personal Auto,Personal L3,Offer3,Agent,495,Four-Door Car,Medsize,Manual,February,2011
2433,Washington,5570,No,Extended,College,2011-01-29,Employed,F,85718,Urban,Single,139,4.0,98,1.0,1,Personal Auto,Personal L3,Offer1,Branch,540,Sports Car,Medsize,Automatic,January,2011
2434,Arizona,4539,No,Basic,Bachelor,2011-02-17,Employed,M,82297,Rural,Single,116,15.0,62,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,0,Sports Car,Medsize,Manual,February,2011
2435,Oregon,10478,No,Extended,Bachelor,2011-02-09,Employed,M,45259,Rural,Single,138,1.0,27,0.0,4,Personal Auto,Personal L1,Offer3,Agent,272,SUV,Medsize,Manual,February,2011
2436,Arizona,5536,No,Basic,College,2011-01-07,Employed,F,52220,Suburban,Married,70,17.0,42,1.0,5,Personal Auto,Personal L2,Offer1,Call Center,336,Four-Door Car,Small,Automatic,January,2011
2437,California,3861,Yes,Extended,College,2011-01-06,Employed,F,93272,Urban,Married,95,3.0,54,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,281,Four-Door Car,Medsize,Manual,January,2011
2438,Oregon,5326,Yes,Basic,High School or Below,2011-02-21,Unemployed,M,0,Suburban,Married,73,17.0,44,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,496,Two-Door Car,Medsize,Manual,February,2011
2439,Nevada,36229,No,Basic,Bachelor,2011-01-21,Employed,F,22220,Rural,Single,105,29.0,46,0.0,2,Personal Auto,Personal L3,Offer1,Branch,22,Sports Car,Medsize,Automatic,January,2011
2440,California,2487,No,Basic,College,2011-01-08,Employed,M,22331,Rural,Divorced,64,11.0,12,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,61,Four-Door Car,Medsize,Manual,January,2011
2441,California,2725,Yes,Basic,Master,2011-01-03,Employed,F,36650,Rural,Married,69,2.0,70,1.0,1,Special Auto,Special L2,Offer2,Web,57,Four-Door Car,Large,Manual,January,2011
2442,Arizona,29412,No,Basic,High School or Below,2011-01-17,Unemployed,M,0,Suburban,Divorced,107,0.0,62,0.0,2,Personal Auto,Personal L3,Offer3,Agent,514,SUV,Medsize,Manual,January,2011
2443,California,12942,No,Basic,College,2011-01-22,Employed,M,52369,Suburban,Married,110,34.0,49,1.0,2,Personal Auto,Personal L3,Offer1,Agent,528,SUV,Medsize,Manual,January,2011
2444,Arizona,2437,No,Basic,College,2011-02-08,Unemployed,F,0,Rural,Married,65,34.0,84,0.0,1,Personal Auto,Personal L3,Offer2,Branch,149,Two-Door Car,Large,Automatic,February,2011
2445,California,7295,No,Extended,High School or Below,2011-02-15,Employed,F,34062,Suburban,Married,91,23.0,51,0.0,3,Corporate Auto,Corporate L3,Offer3,Agent,603,Four-Door Car,Medsize,Manual,February,2011
2446,California,4165,No,Premium,High School or Below,2011-02-22,Unemployed,M,0,Suburban,Divorced,116,2.0,97,0.0,1,Personal Auto,Personal L1,Offer1,Agent,557,Four-Door Car,Medsize,Manual,February,2011
2447,Arizona,13600,No,Basic,High School or Below,2011-02-04,Disabled,F,22775,Suburban,Divorced,184,6.0,10,0.0,3,Personal Auto,Personal L1,Offer1,Agent,883,Luxury Car,Medsize,Manual,February,2011
2448,Oregon,7463,Yes,Extended,College,2011-01-28,Employed,F,70263,Rural,Married,93,30.0,66,0.0,5,Personal Auto,Personal L2,Offer2,Call Center,7,Two-Door Car,Small,Manual,January,2011
2449,Nevada,13503,No,Basic,Master,2011-02-21,Employed,M,57222,Urban,Married,112,3.0,88,1.0,2,Personal Auto,Personal L2,Offer2,Branch,297,Sports Car,Medsize,Automatic,February,2011
2450,Oregon,31803,No,Basic,Master,2011-01-02,Disabled,F,25663,Suburban,Married,114,20.0,89,0.0,2,Corporate Auto,Corporate L3,Offer2,Branch,663,Sports Car,Medsize,Manual,January,2011
2451,Oregon,7717,No,Extended,College,2011-01-21,Employed,F,37376,Rural,Single,99,15.0,52,0.0,3,Personal Auto,Personal L3,Offer1,Branch,66,Four-Door Car,Medsize,Manual,January,2011
2452,Oregon,2428,No,Basic,College,2011-01-01,Employed,M,24409,Suburban,Married,62,4.0,13,0.0,1,Corporate Auto,Corporate L2,Offer4,Agent,298,Four-Door Car,Small,Manual,January,2011
2453,Oregon,3531,No,Extended,College,2011-02-25,Employed,F,26884,Urban,Married,89,11.0,84,0.0,1,Special Auto,Special L2,Offer4,Call Center,238,Four-Door Car,Medsize,Automatic,February,2011
2454,Nevada,5162,No,Basic,College,2011-02-10,Unemployed,M,0,Suburban,Married,70,6.0,24,0.0,6,Personal Auto,Personal L3,Offer1,Web,469,Four-Door Car,Medsize,Manual,February,2011
2455,California,8133,No,Basic,Bachelor,2011-01-09,Employed,F,36737,Suburban,Married,102,13.0,20,0.0,8,Corporate Auto,Corporate L3,Offer1,Agent,513,Sports Car,Large,Automatic,January,2011
2456,Washington,7200,No,Extended,College,2011-01-14,Employed,F,63328,Suburban,Married,89,19.0,19,0.0,9,Personal Auto,Personal L2,Offer2,Web,427,Two-Door Car,Medsize,Automatic,January,2011
2457,Oregon,5895,No,Basic,High School or Below,2011-02-20,Employed,F,39381,Suburban,Married,74,6.0,55,1.0,7,Personal Auto,Personal L3,Offer2,Branch,355,Four-Door Car,Small,Automatic,February,2011
2458,Arizona,3223,No,Extended,High School or Below,2011-02-22,Unemployed,F,0,Suburban,Single,91,35.0,12,1.0,1,Personal Auto,Personal L2,Offer3,Agent,655,Four-Door Car,Small,Automatic,February,2011
2459,Arizona,9414,No,Extended,College,2011-01-28,Disabled,F,20455,Suburban,Married,84,14.0,40,2.0,2,Corporate Auto,Corporate L3,Offer3,Branch,565,Two-Door Car,Medsize,Automatic,January,2011
2460,California,2451,No,Basic,College,2011-01-11,Employed,F,61883,Rural,Divorced,62,11.0,62,0.0,1,Personal Auto,Personal L1,Offer4,Web,18,Four-Door Car,Medsize,Automatic,January,2011
2461,Arizona,5523,No,Extended,Doctor,2011-01-25,Employed,F,85609,Suburban,Married,136,22.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Agent,653,SUV,Medsize,Automatic,January,2011
2462,California,8997,No,Premium,College,2011-01-15,Employed,F,54230,Suburban,Married,112,10.0,21,0.0,9,Personal Auto,Personal L2,Offer2,Agent,538,Two-Door Car,Medsize,Manual,January,2011
2463,California,4511,No,Basic,College,2011-02-04,Employed,M,84300,Rural,Married,111,13.0,0,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,202,SUV,Medsize,Manual,February,2011
2464,Arizona,16261,No,Extended,Master,2011-02-18,Employed,F,41671,Urban,Single,136,15.0,30,0.0,2,Personal Auto,Personal L1,Offer1,Agent,570,SUV,Medsize,Automatic,February,2011
2465,Nevada,3645,Yes,Extended,High School or Below,2011-01-15,Employed,F,82477,Suburban,Married,90,1.0,69,0.0,1,Personal Auto,Personal L3,Offer2,Agent,432,Two-Door Car,Large,Manual,January,2011
2466,Arizona,6865,No,Extended,College,2011-02-07,Employed,F,96832,Suburban,Married,85,19.0,23,0.0,3,Personal Auto,Personal L2,Offer1,Branch,408,Two-Door Car,Small,Manual,February,2011
2467,Arizona,2255,No,Basic,Bachelor,2011-01-31,Unemployed,F,0,Suburban,Single,65,15.0,51,0.0,1,Corporate Auto,Corporate L3,Offer3,Agent,312,Four-Door Car,Large,Manual,January,2011
2468,Oregon,17626,No,Basic,Bachelor,2011-01-25,Employed,F,77803,Urban,Married,63,30.0,18,0.0,2,Personal Auto,Personal L3,Offer2,Agent,218,Four-Door Car,Medsize,Automatic,January,2011
2469,California,3907,No,Basic,High School or Below,2011-01-28,Unemployed,F,0,Suburban,Single,109,2.0,8,0.0,1,Personal Auto,Personal L2,Offer1,Agent,666,SUV,Medsize,Manual,January,2011
2470,Nevada,8694,No,Basic,College,2011-02-27,Disabled,F,17453,Suburban,Married,118,12.0,70,1.0,9,Personal Auto,Personal L2,Offer1,Branch,566,SUV,Small,Manual,February,2011
2471,California,3531,No,Extended,High School or Below,2011-02-11,Unemployed,M,0,Suburban,Single,98,23.0,46,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,959,Two-Door Car,Small,Automatic,February,2011
2472,Washington,2311,No,Basic,Bachelor,2011-01-01,Unemployed,F,0,Suburban,Single,64,12.0,24,0.0,1,Personal Auto,Personal L3,Offer2,Agent,461,Four-Door Car,Medsize,Automatic,January,2011
2473,California,18270,No,Extended,Bachelor,2011-01-02,Unemployed,F,0,Suburban,Single,127,18.0,97,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,610,SUV,Medsize,Manual,January,2011
2474,Nevada,2729,No,Basic,College,2011-01-08,Employed,F,40516,Suburban,Divorced,70,9.0,75,0.0,1,Personal Auto,Personal L2,Offer3,Agent,336,Four-Door Car,Small,Manual,January,2011
2475,California,7834,No,Extended,Master,2011-01-17,Employed,F,36094,Urban,Married,99,28.0,50,1.0,5,Personal Auto,Personal L1,Offer2,Branch,457,Two-Door Car,Medsize,Manual,January,2011
2476,California,2552,No,Basic,Bachelor,2011-02-02,Employed,F,35149,Rural,Married,64,26.0,33,0.0,1,Personal Auto,Personal L2,Offer4,Web,120,Two-Door Car,Medsize,Automatic,February,2011
2477,Arizona,3007,No,Extended,Bachelor,2011-02-10,Unemployed,F,0,Rural,Divorced,80,31.0,67,0.0,1,Personal Auto,Personal L3,Offer1,Branch,17,Two-Door Car,Large,Manual,February,2011
2478,Oregon,5321,No,Extended,College,2011-01-21,Employed,F,32116,Rural,Married,132,10.0,42,0.0,1,Personal Auto,Personal L3,Offer4,Call Center,277,SUV,Medsize,Manual,January,2011
2479,California,19885,No,Basic,College,2011-01-12,Employed,F,63755,Urban,Married,62,28.0,40,0.0,2,Personal Auto,Personal L2,Offer2,Web,292,Two-Door Car,Medsize,Automatic,January,2011
2480,Oregon,3738,No,Basic,High School or Below,2011-02-11,Retired,M,27208,Suburban,Single,102,10.0,65,0.0,1,Personal Auto,Personal L2,Offer1,Web,490,SUV,Medsize,Automatic,February,2011
2481,Nevada,3874,Yes,Basic,College,2011-01-20,Retired,M,28142,Suburban,Married,105,18.0,50,0.0,1,Personal Auto,Personal L3,Offer2,Agent,702,Sports Car,Medsize,Automatic,January,2011
2482,Arizona,24128,Yes,Basic,Bachelor,2011-01-26,Medical Leave,M,14072,Suburban,Divorced,71,13.0,3,0.0,2,Personal Auto,Personal L3,Offer1,Agent,511,Four-Door Car,Medsize,Manual,January,2011
2483,California,8419,No,Basic,Bachelor,2011-02-05,Unemployed,F,0,Suburban,Married,115,21.0,62,0.0,9,Personal Auto,Personal L2,Offer3,Branch,552,SUV,Medsize,Manual,February,2011
2484,Oregon,8370,No,Basic,High School or Below,2011-01-27,Employed,M,77512,Urban,Divorced,104,2.0,5,0.0,6,Corporate Auto,Corporate L3,Offer2,Branch,434,SUV,Small,Manual,January,2011
2485,California,2394,Yes,Basic,College,2011-01-31,Unemployed,M,0,Suburban,Single,70,24.0,10,0.0,1,Personal Auto,Personal L1,Offer1,Branch,425,Four-Door Car,Medsize,Manual,January,2011
2486,Oregon,8689,No,Basic,College,2011-01-27,Employed,F,59098,Suburban,Divorced,110,31.0,73,0.0,3,Personal Auto,Personal L3,Offer2,Agent,666,SUV,Medsize,Manual,January,2011
2487,Washington,3492,No,Premium,Bachelor,2011-01-16,Unemployed,M,0,Suburban,Single,104,30.0,88,0.0,1,Corporate Auto,Corporate L1,Offer1,Agent,749,Four-Door Car,Medsize,Automatic,January,2011
2488,Washington,8356,No,Premium,Master,2011-02-11,Employed,M,49564,Suburban,Divorced,105,8.0,29,0.0,5,Corporate Auto,Corporate L1,Offer3,Web,662,Four-Door Car,Small,Automatic,February,2011
2489,Arizona,34611,Yes,Basic,High School or Below,2011-01-14,Employed,F,20090,Suburban,Married,109,10.0,59,0.0,2,Personal Auto,Personal L3,Offer2,Agent,523,Sports Car,Medsize,Manual,January,2011
2490,California,3829,No,Extended,Bachelor,2011-01-09,Disabled,F,19240,Suburban,Married,99,25.0,69,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,475,Four-Door Car,Small,Manual,January,2011
2491,California,7540,No,Basic,Bachelor,2011-01-24,Unemployed,F,0,Suburban,Single,68,24.0,42,0.0,2,Personal Auto,Personal L1,Offer1,Branch,520,Two-Door Car,Small,Manual,January,2011
2492,Arizona,7259,No,Basic,College,2011-01-18,Employed,M,88082,Urban,Married,61,10.0,45,1.0,2,Personal Auto,Personal L1,Offer4,Branch,219,Two-Door Car,Medsize,Automatic,January,2011
2493,California,3059,No,Extended,High School or Below,2011-02-19,Unemployed,M,0,Suburban,Single,88,5.0,85,0.0,1,Personal Auto,Personal L2,Offer1,Branch,989,Four-Door Car,Medsize,Manual,February,2011
2494,Oregon,5407,No,Basic,Bachelor,2011-01-20,Employed,M,27166,Suburban,Single,71,29.0,51,0.0,5,Personal Auto,Personal L3,Offer2,Web,341,Four-Door Car,Medsize,Automatic,January,2011
2495,California,16676,No,Extended,High School or Below,2011-01-27,Employed,M,57844,Suburban,Married,85,16.0,31,1.0,2,Personal Auto,Personal L3,Offer3,Branch,408,Four-Door Car,Small,Manual,January,2011
2496,Oregon,5802,No,Basic,College,2011-01-29,Employed,M,97541,Suburban,Married,72,22.0,1,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,389,Four-Door Car,Large,Automatic,January,2011
2497,Oregon,5971,No,Extended,High School or Below,2011-01-21,Employed,M,52018,Suburban,Divorced,78,17.0,37,3.0,7,Personal Auto,Personal L3,Offer1,Agent,374,Four-Door Car,Medsize,Automatic,January,2011
2498,Oregon,2444,No,Basic,College,2011-02-09,Employed,M,83800,Urban,Single,62,11.0,44,0.0,1,Personal Auto,Personal L3,Offer2,Branch,196,Four-Door Car,Medsize,Automatic,February,2011
